N,Interv_code,Reg,start_time,fin_time,date,A1,A2,A3,A3.1_1,A3.1_2,A3.1_3,A3.2,A3.3,A4,A4.1,A4.2,A5,A5.1,A6,A7,A8,A9,A10,A11,A12,A13,B1,B1.1,B1.2_1,B1.2_2,B1.2_3,B1.2_4,B1.2_5,B1.2_6,B2,B3,B3.1,B3.2_1,B3.2_2,B3.2_3,B3.2_4,B3.2_5,B3.2_6,B3.2_7,B3.2_8,B3.2_9,B3.2_10,B3.2_11,B3.2_12,B3.2_13,B3.2_14,B3.3_1,B3.3_2,B3.3_3,B3.3_4,B3.3_5,B3.3_6,B3.3_7,B3.3_8,B3.3_9,B3.3_10,B3.3_11,B3.3_12,B3.3_13,B3.3_14,B4,B4.1_1,B4.1_2,B4.1_3,B4.1_4,B5_1,B5_2,B5_3,B5_4,B5_5,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,C1,C1.1,C1.2,C1.3,C1.3.1_1,C1.3.1_2,C1.3.1_3,C1.3.1_4,C1.3.1_5,C1.3.1_6,C1.3.1_7,C1.3.1_8,C1.3.1_9,C1.3.1_10,C1.3.1_11,C1.3.2_1,C1.3.2_2,C1.3.2_3,C1.3.2_4,C1.3.2_5,C2,C3,C3.1,C3.2,C4,C4.1,C4.1.1,C4.2,D1,D1.1,D1.2,D1.3,D1.3.1_1,D1.3.1_2,D1.3.1_3,D1.3.1_4,D1.3.1_5,D1.3.1_6,D1.3.1_7,D1.3.1_8,D1.3.1_9,D1.3.1_10,D1.3.1_11,D1.3.1_12,D1.3.2,D1.3.3_1,D1.3.3_2,D1.3.3_3,D1.3.3_4,D1.3.3_5,D1.3.3_6,D1.3.3_7,D1.3.3_8,D1.3.3_9,D1.3.3_10,D1.3.3_11,D1.3.3_12,D1.4,D2,E1,E1.1_1,E1.1_2,E1.1_3,E1.1_4,E1.1_5,E1.1_6,E1.1_7,E1.1_8,E1.1_9,E1.1_10,E1.1_11,E1.1_12,E2_1,E2_2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,F1_1,F1_2,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F3,F3.1,F4,G1_1,G1_2,G1_3,G1_4,G1_5,G2,G3,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G5_1,G5_2,G5_3,G5_4,G5_5,G5_6,G5_7,G5_8,G5_9,G6,G7_1,G7_2,G7_3,G7_4,G7_5,G7_6,G7_7,G7_8,G7_9,G7_10,G7_11,G7_12,G7_13,G7_14,G7_15,G7_16,G8,G8.1,G8.2,G8.3,G8.3.1_1,G8.3.1_2,G8.3.1_3,G8.3.1_4,G8.3.1_5,G8.3.1_6,G8.3.1_7,G8.3.1_8,G8.3.2_1,G8.3.2_2,G8.3.2_3,G8.3.2_4,G8.3.2_5,G8.4_1,G8.4_2,G8.4_3,G8.4_4,G8.4_5,G8.4_6,G8.4_7,G8.4_8,G8.4_9,G8.4_10,G8.4_11,H1,H2,H3,H4_1,H4_2,H4.1,H5,H6,H7,H8,H9,H10_1,H10_2,H10_3,H10_4,Envelope
44,34,9,16.25,16.5,13622342400,1,2,1,,1,3,1,1,92,3,8,1,3,2,21,9,4,5,3,3,2,1,2,4,4,8,8,3,8,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,1,2,2,2,8,6,3,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,2,3,2,2,2,1,1,2,5,5,2,3,3,3,3,3,3,3,1,4,3,4,3,3,3,3,2,5,2,2,2,3,1,1,3,1,1,3,3,3,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,13,1,11,1,3,3,2,2,4,0,2,6,2
45,34,9,17.15,17.43,13622342400,1,2,1,,1,3,1,2,45,1,8,2,3,1,7,7,2,5,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,2,1,1,6,,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,2,2,2,1,1,2,1,1,2,4,2,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,2,4,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,17,1,11,1,1,2,3,9,6,0,0,6,1
46,34,9,18,18.32,13622342400,1,2,1,,1,3,1,3,60,1,8,1,6,1,12,12,4,5,3,2,3,1,3,1,1,1,1,3,8,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,8,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,2,2,2,2,2,2,2,1,1,2,1,2,2,3,1,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,6,4,2,2,3,3,3,5,2,2,3,2,2,3,1,2,1,4,2,3,3,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,15,1,8,2,4,1,3,8,3,0,0,3,1
47,34,9,13.16,13.36,13622428800,1,2,3,8,8,4,4,8,45,1,8,1,6,2,19,17,3,5,2,1,3,2,7,4,4,8,8,3,8,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,3,3,3,3,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,2,1,2,1,1,2,8,2,8,6,1,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,2,2,2,1,2,2,1,2,2,3,1,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,2,4,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,12,1,2,2,1,2,3,5,3,1,0,4,2
48,34,9,13.45,14.05,13622428800,1,2,1,,1,3,1,1,40,1,8,1,6,2,27,17,2,1,3,1,1,2,7,4,4,8,8,8,8,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,1,2,2,2,2,2,1,2,1,2,8,6,1,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,2,3,2,3,3,2,2,3,5,5,2,3,3,3,3,3,3,3,2,5,2,3,2,2,2,2,2,5,1,3,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,15,1,11,5,1,2,2,1,2,0,0,2,1
49,34,9,14.11,14.4,13622428800,1,2,1,3,,3,1,1,48,1,8,1,6,1,8,17,3,4,2,1,3,1,2,1,1,1,1,3,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,3,3,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,8,8,8,1,2,2,2,2,1,1,3,8,3,2,1,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,4,1,1,0,0,1,5,5,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,5,2,2,3,2,3,2,1,2,1,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,9,1,2,1,3,2,5,2,2,0,1,3,1
50,34,9,14.54,15.2,13622428800,1,2,1,,1,3,1,1,40,1,8,1,6,2,21,21,2,5,3,1,2,1,6,1,1,1,1,2,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,2,1,1,2,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,2,5,2,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,1,4,2,3,2,2,2,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,17,1,11,1,1,2,3,11,3,2,0,5,2
51,34,9,15.3,15.55,13622428800,1,2,1,,1,3,1,1,40,1,8,1,6,2,21,12,2,5,3,1,2,1,2,1,1,1,1,2,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,1,2,2,8,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,2,4,2,2,2,1,2,5,1,3,1,1,1,1,3,1,1,1,1,1,4,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,3,1,2,8,8,8,3,8,3,8,8,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,4,3,17,1,11,1,1,2,3,3,5,0,0,5,1
52,34,9,16.07,16.3,13622428800,1,2,1,,,1,3,2,45,1,8,1,6,2,22,17,2,5,3,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,1,1,1,2,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,8,1,1,6,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,2,2,2,2,2,2,2,1,2,1,1,2,4,2,3,3,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,1,4,2,3,2,2,1,2,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,17,1,11,1,2,3,8,5,0,0,5,2,2
53,34,9,16.37,17,13622428800,1,2,1,,1,3,2,3,85,1,8,1,6,2,19,19,3,5,3,1,3,1,1,1,1,1,1,3,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,3,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,2,2,1,1,1,2,2,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,1,2,2,2,1,1,2,1,2,2,4,1,3,1,1,1,0,0,4,5,5,2,3,3,3,3,3,3,3,1,4,2,4,2,2,2,2,2,5,2,2,1,2,1,3,3,1,1,1,3,3,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,11,1,3,1,1,2,3,2,3,3,0,6,2
54,34,9,18.15,18.5,13622428800,1,2,1,,1,3,1,1,40,1,8,1,6,2,21,21,2,5,3,1,2,1,1,1,1,1,1,2,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,4,1,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,1,2,5,2,1,8,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,2,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,1,4,2,2,2,2,2,5,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,20,1,9,1,1,2,4,3,2,0,1,3,1
55,34,9,13.1,13.4,13622601600,1,2,1,,,1,3,1,45,3,8,1,6,1,2,9,3,1,2,1,1,1,2,1,1,1,1,3,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,2,2,2,1,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,8,2,8,6,3,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,3,4,1,1,0,0,1,5,5,2,3,3,3,3,3,3,3,2,5,1,3,3,3,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,14,1,11,1,1,2,5,2,3,0,0,4,1
56,34,9,13.44,14.1,13622601600,1,2,1,,1,2,3,3,1,2,1,1,6,1,2,9,3,3,2,1,3,1,6,1,1,1,1,3,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,2,2,1,1,1,2,8,2,8,6,4,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,3,2,3,3,2,2,3,5,2,2,3,3,3,3,3,3,3,1,3,1,4,2,2,2,2,2,5,3,3,3,3,1,1,1,3,1,3,3,3,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,10,1,1,1,3,3,5,8,2,1,1,4,2
57,34,9,14.2,15,13622601600,1,2,1,,,1,3,3,40,1,8,2,4,1,2,16,3,1,3,1,2,2,7,4,4,8,8,3,8,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,8,2,8,6,1,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,3,3,3,3,2,2,3,5,5,2,3,3,3,3,3,3,3,2,5,2,4,3,3,3,3,2,5,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,15,1,11,5,10,1,4,1,0,0,0,1,2
58,34,9,15.05,15.3,13622601600,1,2,1,,1,3,2,1,1,1,8,1,6,1,2,14,2,5,3,1,1,2,7,4,4,8,8,8,8,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,1,2,2,2,2,2,2,4,1,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,1,2,8,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,3,3,3,3,2,2,3,5,5,2,3,3,3,3,3,3,3,2,5,3,4,3,2,2,2,4,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,15,1,11,5,1,2,3,1,3,1,0,4,2
59,34,9,16.03,16.25,13622601600,1,1,1,,1,3,1,1,77,1,8,1,6,1,7,24,2,5,3,1,3,1,6,1,1,1,1,2,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,3,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,1,3,2,3,1,1,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,1,1,2,5,5,2,3,3,3,3,3,3,3,2,5,1,4,3,3,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,17,1,11,1,1,2,2,2,2,3,0,0,1
60,34,9,16.38,17,13622601600,1,2,1,,1,3,1,3,20,3,2,1,6,1,23,23,2,4,3,2,3,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,2,1,2,4,1,2,8,1,1,6,5,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,3,2,2,2,1,1,2,5,5,2,3,3,3,3,3,3,3,2,5,3,4,2,2,2,2,2,5,3,3,1,1,3,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,8,8,8,3,8,3,8,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,15,1,8,6,1,2,3,1,3,0,0,3,1
61,34,9,17.15,17.4,13622601600,1,2,1,,1,3,1,3,72,1,8,1,6,1,7,7,2,5,3,2,2,2,7,4,4,8,8,8,8,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,2,5,2,2,8,6,3,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,3,4,4,4,3,3,4,5,5,2,3,3,3,3,3,3,3,2,5,1,4,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,13,1,11,1,1,2,2,10,4,0,0,4,1
62,34,9,17.44,18.11,13622601600,1,1,1,,1,3,3,3,60,1,8,1,6,1,7,7,3,1,2,2,3,1,2,2,2,2,2,3,1,1,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,1,3,2,3,8,6,3,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,3,4,4,2,1,1,2,5,5,2,3,3,3,3,3,3,3,2,5,1,3,2,2,2,2,4,5,3,3,3,3,1,1,1,1,1,3,3,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,11,1,2,2,1,2,3,8,4,1,0,5,1
63,34,9,12.15,12.45,13622774400,1,2,1,,1,3,1,3,40,1,8,1,6,1,6,6,3,3,2,1,2,1,2,2,2,2,2,3,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,4,1,1,2,3,2,6,3,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,4,3,3,2,2,3,5,5,2,3,3,3,3,3,3,3,2,5,4,4,4,2,2,3,2,5,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,17,1,11,1,1,2,5,2,5,3,0,8,1
64,34,9,13,13.27,13622774400,1,2,1,,1,3,1,1,45,1,8,1,6,3,12,12,4,5,3,1,2,1,6,1,1,1,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,1,1,2,1,1,8,6,,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,2,1,2,2,2,2,2,1,2,1,2,2,3,1,3,4,4,4,3,3,4,5,5,2,3,2,2,3,3,3,2,2,5,3,4,3,2,2,2,4,5,1,3,1,1,1,1,4,4,4,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,8,8,8,3,8,3,8,8,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,19,1,11,5,1,2,4,1,2,0,0,2,1
65,30,10,12.4,13.05,13622169600,1,2,3,,,4,4,8,41,1,8,2,6,2,19,19,3,2,2,1,3,2,7,4,4,8,8,3,8,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,3,3,3,3,3,3,3,3,8,8,8,2,2,1,2,2,2,1,2,8,1,1,6,5,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,4,4,3,3,2,2,3,5,5,2,3,3,3,3,3,3,3,2,5,1,4,3,3,3,3,2,5,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,15,1,7,6,1,2,5,1,5,0,1,6,1
66,30,10,13.2,13.42,13622169600,1,2,1,,,1,3,2,20,1,8,1,6,1,21,17,2,5,3,1,2,1,2,1,2,1,2,1,2,2,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2,2,5,2,2,8,6,4,2,4,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,3,3,3,8,1,1,4,4,2,2,3,3,4,5,5,2,3,3,1,3,3,3,3,2,5,2,1,2,2,4,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,13,1,7,1,1,2,9,4,8,0,0,8,1
