Line #,Key,en Version,ka Translation
259,ka.explore_time_series.single.text.title_filter_value, filtered by: '%{code} - %{variable} = %{value}',გაფილტრულია: '%{code} - %{variable} = %{value}'
260,ka.explore_time_series.subtitle.html.title,Total Responses: %{num},მთლიანი გამოხმაურება: %{num}
261,ka.explore_time_series.subtitle.html.title_filter,Total Responses Filtered by Answers to %{variable}: %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{variable}: %{nums}
262,ka.explore_time_series.subtitle.text.title,Total Responses: %{num},მთლიანი პასუხები: %{num}
263,ka.explore_time_series.subtitle.text.title_filter,Total Responses Filtered by Answers to %{variable}: %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{variable}: %{nums}
264,ka.explore_data.hover_region,Hover over a Region,Hover over a Region
265,ka.explore_data.na,N/A,არ არის ხელმისაწვდომი
266,ka.explore_data.percent,Percent,პროცენტი
267,ka.explore_data.comparative.html.title,<span class='title-highlight'>Answers to:</span> <br /> '<span class='code-highlight'>%{question_code}</span> - %{question}' <br /> <span class='title-highlight'>broken down by:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{broken_down_by}',<span class='title-highlight'>პასუხობს:</span> <br /> '<span class='code-highlight'>%{question_code}</span> - %{question}' <br /> <span class='title-highlight'>ჩაშლილია:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{broken_down_by}'
268,ka.explore_data.comparative.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
269,ka.explore_data.comparative.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
270,ka.explore_data.comparative.html.map.title,'<span class='code-highlight'>%{code}</span> - %{question}' ,'<span class='code-highlight'>%{code}</span> - %{question}' 
271,ka.explore_data.comparative.html.map.title_col,<br /> <span class='title-highlight'>broken down by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{broken_down_by} = %{broken_down_by_answer}' ,<br /> <span class='title-highlight'>ჩაშლილია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{broken_down_by} = <span class=”code-highlight”>%{broken_down_by_answer}</span>' 
272,ka.explore_data.comparative.html.map.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
273,ka.explore_data.comparative.html.map.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
274,ka.explore_data.comparative.text.title,"Answers to: '%{question_code} - %{question}', broken down by: '%{broken_down_by_code} - %{broken_down_by}'","პასუხობს: '%{question_code} - %{question}', ჩაშლილია: '%{broken_down_by_code} - %{broken_down_by}'"
275,ka.explore_data.comparative.text.title_filter,", filtered by: '%{code} - %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
276,ka.explore_data.comparative.text.title_filter_value,", filtered by: '%{code} - %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
277,ka.explore_data.comparative.text.map.title,'%{code} - %{question}' ,%{code} - %{question}'
278,ka.explore_data.comparative.text.map.title_col,broken down by: '%{code} - %{broken_down_by} = %{broken_down_by_answer}',ჩაშლილია: '%{code} - %{broken_down_by} = %{broken_down_by_answer}'
279,ka.explore_data.comparative.text.map.title_filter,", filtered by: '%{code} - %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
280,ka.explore_data.comparative.text.map.title_filter_value,", filtered by: '%{code} - %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
281,ka.explore_data.single.html.title,<span class='title-highlight'>Answers to:</span> <br />'<span class='code-highlight'>%{code}</span> - %{question}',<span class='title-highlight'>პასუხობს:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{question}'
282,ka.explore_data.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
283,ka.explore_data.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
284,ka.explore_data.single.text.title,Answers to: '%{code} - %{question}' ,პასუხობს: '%{code} - %{question}'
285,ka.explore_data.single.text.title_filter,", filtered by: '%{code} - %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
286,ka.explore_data.single.text.title_filter_value,", filtered by: '%{code} - %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
287,ka.explore_data.subtitle.html.title,Total Responses: <span class='number'>%{num}</span>,მთლიანი გამოხმაურება: <span class='number'>%{num}</span>
288,ka.explore_data.subtitle.html.title_filter,Total Responses Filtered by Answers to %{variable}: %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{variable}: %{nums}
289,ka.explore_data.subtitle.text.title,Total Responses: %{num},მთლიანი პასუხები: %{num}
290,ka.explore_data.subtitle.text.title_filter,Total Responses Filtered by Answers to %{variable}: %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{variable}: %{nums}
291,ka.datatable.copy.title,Copy,კოპირება
292,ka.datatable.copy.tooltip,Copy to clipboard,კოპირება ბუფერში
293,ka.datatable.csv.title,CSV,CSV
294,ka.datatable.csv.tooltip,Save as CSV,CSV-ში შენახვა
295,ka.datatable.xls.title,XLS,XLS
296,ka.datatable.xls.tooltip,Save as XLS,XLS-ში შენახვა
297,ka.datatable.pdf.title,PDF,PDF
298,ka.datatable.pdf.tooltip,Save as PDF,PDF-ში შენახვა
299,ka.datatable.print.title,Print,ბეჭდვა
300,ka.datatable.print.tooltip,Print the table,ცხრილის ბეჭდვა
301,ka.highcharts.context_title,Save this chart,გრაფიკის შენახვა
302,ka.highcharts.png,PNG Image,PNG სურათი
303,ka.highcharts.jpg,JPG Image,JPG სურათი
304,ka.highcharts.pdf,PDF Document,PDF დოკუმენტი
305,ka.highcharts.svg,SVG Vector Image,SVG ვექტორული სურათი
306,ka.mailer.closing,"Sincerely,","პატივისცემით,"
307,ka.mailer.signature,UNICEF Georgia,UNICEF საქართველო
308,ka.mailer.unsubscribe,Click here to change your notification settings,დააჭირეთ და შეცვალეთ შეტყობინებების პარამეტრები
309,ka.mailer.notification.new_user.subject,Welcome to UNICEF Georgia Data Portal!,კეთილი იყოს თქვენი მობრძანება UNICEF საქართველოს მონაცემთა პორტალზე!
310,ka.mailer.notification.new_user.message,"Thank you for creating an account on UNICEF Georgia's open data portal and sharing some information about yourself. It is our hope that the content and data you find adds value to your work and understanding of trends related to the rights of children in Georgia. If you have any questions, you can contact us via our webform or send us an email.","მადლობას გიხდით UNICEF საქართველოს ღია მონაცემების პოტალზე ანგარიშის გახსნის და თქვენი მონაცემების გაზიარებისთვის. ვიმედოვნებთ, რომ მონაცემები და შინაარსი დაეხმარება თქვენს საქმიანობას საქართველოში ბავშვთა უფლებების დაცვის სფეროში. ნებისმიერი შეკითხვის შემთხვევაში, თქვენ შეგიძლიათ დაგვიკავშირდეთ ჩვენი ვებ-ფორმის საშუალებით ან მოგვწეროთ ელ-ფოსტაზე."
311,ka.mailer.notification.new_data.subject,A new dataset has been added to UNICEF Georgia Data Portal!,UNICEF საქართველოს მონაცემების პორტალს დაემატა მონაცემთა ახალი ცხრილი
312,ka.mailer.notification.new_data.message,"UNICEF Georgia has just uploaded new data for you to explore, visualize, and share.","UNICEF საქართველომ დაამატა მონაცემთა ახალი ცხრილი რათა თქვენ შეძლოთ მისი გაცნობა, გაზიარება და ვიზუალიზაცია."
313,ka.mailer.contact.contact_form.subject,UNICEF Georgia Data Portal Contact Form,UNICEF საქართველოს მონაცემების პორტალის საკონტაქტი ფორმა
314,ka.helpers.actions,Actions,აირჩიეთ
315,ka.helpers.default_language,This is the default language that will show,"ეს არის მთავარი ენა, რომელიც გამოჩნდება"
316,ka.helpers.search,Search,ძიება
317,ka.helpers.links.admin,Admin Section,ადმინისტრატორის განყოფილება
318,ka.helpers.links.edit,Edit,შეცვლა
319,ka.helpers.links.confirm,Are you sure?,დარწმუნებული ხართ?
320,ka.helpers.links.destroy,Delete,წაშლა
321,ka.helpers.links.new,New,ახალი
322,ka.helpers.links.list,View All,ყველას ნახვა
323,ka.helpers.links.back,View All,ყველას ნახვა
324,ka.helpers.links.cancel,Cancel,გაუქმება
325,ka.helpers.links.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
326,ka.helpers.links.view,View,ნახვა
327,ka.helpers.links.sign_in_facebook,Sign in with Facebook,Facebook-ით შესვლა
328,ka.helpers.links.forgot_password,Forgot Your Password?,დაგავიწყდათ პაროლი?
329,ka.helpers.links.change_password,Change Your Password,პაროლის შეცვლა
330,ka.helpers.links.change_password2,Change Password,პაროლის შეცვლა
331,ka.helpers.links.password_reset,Reset Password,პაროლის აღდგენა
332,ka.helpers.links.sign_in2,Sign In,შესვლა
333,ka.helpers.links.sign_in,Already have an account?,უკვე გაქვთ ანგარიში?
334,ka.helpers.links.sign_up2,Sign Up,რეგისტრაცია
335,ka.helpers.links.sign_up_question,Not registered?,არ გაქვთ ანგარიში?
336,ka.helpers.links.sign_up,Create Account,დარეგისტრირდით
337,ka.helpers.links.sign_up_title,Join %{app_name},შემოგვიერთდი “%{app_name}”
338,ka.helpers.links.sign_out,Sign Out,გასვლა
339,ka.helpers.links.sign_in_provider,Sign in with %{provider},შესვლა %{provider}-ით
340,ka.helpers.links.sign_up_provider,Sign up with %{provider},დარეგისტრირდით  %{provider}-ით
341,ka.helpers.links.sign_in_local_or_provider,or log in with your email and password,ან შეიყვანეთ თქვენი ელ. ფოსტა და პაროლი
342,ka.helpers.links.reset_or_sign_in,sign in with facebook or reset your password,შედით facebook-ით ან შეცვალეთ პაროლი
343,ka.helpers.links.explanation,We are excited you are interested in our data. We would like to know a bit about who you are. Please complete our form to continue downloading this dataset.,"მოხარულნი ვართ, რომ დაინტერესდით ჩვენი მონაცემებით. ჩვენ გვსურს გავიგოთ მცირე ინფორმაცია თქვენს შესახებ. მონაცემთა ცხრილის ჩამოსატვირთად, გთხოვთ შეავსოთ ჩვენი ფორმა."
344,ka.helpers.links.download_and_sign_up,Download & Create Account,ჩამოტვირთვა და ანგარიშის გახსნა
345,ka.helpers.links.like,Like,მოწონება
346,ka.helpers.links.likes,Likes,მოწონება
347,ka.helpers.links.menu,Menu,მენიუ
348,ka.helpers.links.close,Close,დახურვა
349,ka.helpers.links.select_all,Select All,ყველას მონიშვნა
350,ka.helpers.links.select_none,Select None,არცერთის მონიშვნა
351,ka.helpers.links.make_mappable,Make Mappable,დაიტანოს რუკაზე
352,ka.helpers.links.add_question_text,Add Question Text,კითხვის ტექსტის დამატება
353,ka.helpers.links.add_answer,Add Answer,პასუხის დამატება
354,ka.helpers.links.add_answers,Add Answers,პასუხების დამატება
355,ka.helpers.links.edit_answers,Edit Answers,პასუხების შესწორება
356,ka.helpers.links.download,Download,ჩამოტვირთვა
357,ka.helpers.links.view_data,View Data,მონაცემების ჩვენება
358,ka.helpers.links.add_dataset,Add Dataset,მონაცემთა ცხრილის დამატება
359,ka.helpers.links.remove_dataset,Remove Dataset,მონაცემთა ცხრილის წაშლა
360,ka.helpers.links.add_report,Add Report,რეფორთის დამატება
361,ka.helpers.links.remove_report,Remove Report,რეფორთის წაშლა
362,ka.helpers.links.download_data,Download Data,მონაცემების ჩამოტვირთვა
363,ka.helpers.links.back_dashboard,Back to Dashboard,Dashboard-ზე დაბრუნება
364,ka.helpers.links.api_home,API Home,API საწყისი გვერდი
365,ka.helpers.links.agreement,Agreement,შეთანხმება
366,ka.helpers.links.add_highlight,Add to Highlights,გამორჩეულში დამატება
367,ka.helpers.links.delete_highlight,Remove from Highlights,გამორჩეულიდან წაშლა
368,ka.helpers.links.embed_chart,Embed Chart,Embed Chart
369,ka.helpers.titles.edit,Edit %{model},შეცვლა %{model}
370,ka.helpers.titles.save,Save %{model},შენახვა %{model}
371,ka.helpers.titles.new,New %{model},ახალი %{model}
372,ka.helpers.titles.delete,Delete %{model},წაშლა %{model}
373,ka.app.language.en,English,English
374,ka.app.language.ka,ქართული,ქართული
375,ka.app.buttons.back,View All,იხილეთ ყველა
376,ka.app.buttons.list,View All,იხილეთ ყველა
377,ka.app.buttons.admin,Admin Section,ადმინისტრატორის განყოფილება
378,ka.app.buttons.delete,Delete,წაშლა
379,ka.app.buttons.edit,Edit,შეცვლა
380,ka.app.buttons.show,Show,ჩვენება
381,ka.app.buttons.cancel,Cancel,გაუქმება
382,ka.app.buttons.update,Update,განახლება
383,ka.app.buttons.save,Save,შენახვა
384,ka.app.buttons.create,Create,შექმნა
385,ka.app.buttons.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
386,ka.app.buttons.remove,Remove,ამოშლა
387,ka.app.buttons.confirm,Are you sure?,დარწმუნებული ხართ?
388,ka.app.buttons.new,New,ახალი
389,ka.app.buttons.save_settings,Save Settings,პარამეტრების შენახვა
390,ka.app.buttons.choose_category,Choose Category,კატეგორიის არჩევა
391,ka.app.buttons.change_category,Change Category,კატეგორიის შეცვლა
392,ka.app.common.xtraktr.app_name,X-Traktr,X-Traktr
393,ka.app.common.xtraktr.app_slogan,Insert xtraktr slogn here!,Insert xtraktr slogn here!
394,ka.app.common.xtraktr.app_description,Insert xtraktr description here.,Insert xtraktr description here.
395,ka.app.common.unicef.app_name,UNICEF Georgia Data Portal,UNICEF საქართველოს ღია მონაცემები
396,ka.app.common.unicef.app_slogan,Helping to solve by measuring,პრობლემების გადაჭრა საზომით
397,ka.app.common.unicef.app_description,"In collaboration with a wide range of partners, UNICEF Georgia gathers evidence on the situation of children in Georgia. It uses this knowledge to inform national and global decision-making with the objective of improving children’s well-being.","UNICEF საქართველო, სხვა მრავალ პარტნიორთან ერთად აგროვებს მონაცემებს საქართველოში ბავშვთა კეთილდღეობის შესახებ არსებულ სიტუაციაზე. ამ ცოდნას ის გადასცემს ნაციონალურ და გლობალურ გადაწყვეტილების მიმღებ ორგანოებს რათა გაუმჯობესდეს ბავშვა კეთილდღეობა საქართველოში."
398,ka.app.common.added_on,Added on: %{date},დამატებულია: %{date}
399,ka.app.common.jumpstart,JumpStart Georgia,“ჯამპსტარტ ჯორჯია”
400,ka.app.common.js_link_title,JumpStart Georgia - We communicate data better!,“ჯამპსტარტ ჯორჯია” - ჩვენ გაწვდით მონაცემებს უკეთ!
401,ka.app.common.question,Question,კითხვა
402,ka.app.common.questions,Questions,კითხვები
403,ka.app.common.question_code,Code,კოდი
404,ka.app.common.answers,Answers,პასუხები
405,ka.app.common.notes,Notes,შენიშვნები
406,ka.app.common.count,Count,დათვლა
407,ka.app.common.percent,Percent,პროცენტი
408,ka.app.common.dataset_dashboard,Dataset Dashboard,მონაცემთა Dashboard
409,ka.app.common.time_series_dashboard,Time Series Dashboard,პერიოდული შედარების Dashboard
410,ka.app.common.terms,I agree to the <a href='http://www.unicef.org/about/legal_terms.html' target='_blank'>Terms of Use</a>,თანახმა ვარ <a href='http://www.unicef.org/about/legal_terms.html' target='_blank'>გამოყენების წესებზე</a>
411,ka.app.common.or,Or,ან
412,ka.app.common.go,Go,გადასვლა
413,ka.app.common.share,Share,გაზიარება
414,ka.app.common.codebook_title,Download the codebook,Download the Codebook
415,ka.app.msgs.does_not_exist,You tried to access a page that does not exist.,"თქვენ ცდილობთ ისეთი გვერდის ნახვას, რომელიც არ არსებობს."
416,ka.app.msgs.not_authorized,You are not authorized to view that page.,თქვენ არ გაქვთ ამ გვერდის ნახვის უფლება.
417,ka.app.msgs.success_created,%{obj} was successfully created.,%{obj} შექმნილია.
418,ka.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} განახლებულია.
419,ka.app.msgs.question_exclude_saved,Exclude question selections were saved.,გამორიცხული კითხვის არჩევა შენახულია
420,ka.app.msgs.question_exclude_not_saved,An error occurred while saving the exclude question selections.,გამორიცხული კითხვის შენახვის დროს წარმოიშვა პრობლემა
421,ka.app.msgs.answer_exclude_saved,Exclude answer selections were saved.,გამორიცხული პასუხის არჩევა შენახულია
422,ka.app.msgs.answer_exclude_not_saved,An error occurred while saving the exclude answer selections.,გამორიცხული პასუხის შენახვის დროს წარმოიშვა პრობლემა
423,ka.app.msgs.answer_can_exclude_saved,Can exclude answer selections were saved.,შესაძლებელი გამორიცხული პასუხის არჩევა შენახულია
424,ka.app.msgs.answer_can_exclude_not_saved,An error occurred while saving the can exclude answer selections.,შესაძლებელი გამორიცხული პასუხის შენახვის დროს წარმოიშვა პრობლემა
425,ka.app.msgs.mapping_saved,The question was successfully made mappable.,კითხვა წარმატებით იქნა რუკაზე დასატანი
426,ka.app.msgs.mapping_not_save,An error occurred while making the question mappable.,რუკაზე კითხვის დატანის დროს წარმოიშვა პრობლემა
427,ka.app.msgs.mapping_deleted,The question is no longer mappable.,კითხვა აღარ არის რუკაზე დასატანი
428,ka.app.msgs.mapping_not_deleted,The question mapping could not be deleted.,კითხვის რუკაზე დატანის წაშლა შეუძლებელია
429,ka.app.msgs.time_series_automatic_match,%{count} questions were added to your time series.,%{count} თქვენს პერიოდული შედარებაში კითხვები დაემატა
430,ka.app.msgs.mass_upload_questions_error,The following error occurred while processing the questions: %{msg},კითხვების პროცესირების დროს შემდეგი სახის პრობლემები წარმოიშვა: %{msg}
431,ka.app.msgs.mass_upload_questions_success,%{count} questions were updated!,%{count} კითხვები განახლდა!
432,ka.app.msgs.mass_upload_answers_error,The following error occurred while processing the answers: %{msg},პასუხების პროცესირების დროს შემდეგი სახის პრობლემები წარმოიშვა: %{msg}
433,ka.app.msgs.mass_upload_answers_success,%{count} answers were updated!,%{count} პასუხები განახლდა!
434,ka.app.msgs.highlight_show_home_page_success,The highlight will now always appear on the home page.,გამორჩეული ყოველთვის გამოჩნდება მთავარ გვერდზე
435,ka.app.msgs.highlight_deleted,The highlight has been deleted.,გამორჩეული წაიშალა
436,ka.app.msgs.explore_error,An error occurred while processing your request.,თქვენი მოთხოვნის შერსულების დროს წარმოიშვა პრობლემა
437,ka.app.msgs.user_settings_updated,Your settings were successfully updated.,თქვენი პარამეტრები წარამტებით განახლდა
438,ka.app.msgs.api_key_created,Your API Access Token was successfully created.,თქვენი API-ს დაშვების გასაღები წარმატებით შეიქმნა
439,ka.app.msgs.api_key_deleted,Your API Access Token was successfully deleted.,თქვენი API-ს დაშვების გასაღები წარმატებით წაიშალა
440,ka.app.msgs.missing_user_info,We have made some changes to the site that require you to update your user settings. Sorry for the inconvenience.,საიტზე გარკვეული ცვლილებების გამო გთხოვთ განაახლოთ თქვენი პარამეტრები. ბოდიშს გიხდით გაუგებრობისთვის.
441,ka.app.menu.explore_data,Explore Data,მონაცემთა გაცნობა
442,ka.app.menu.explore_time_series,Explore Time Series,პერიოდული შედარების გაცნობა
443,ka.app.menu.datasets,Datasets,მონაცემთა ცხრილი
444,ka.app.menu.time_series,Time Series,პერიოდული შედარება
445,ka.app.menu.user_settings,User Settings,მომხმარებლის პარამეტრები
446,ka.app.menu.about_dataset,About,შესახებ
447,ka.app.menu.about_time_series,About,შესახებ
448,ka.app.menu.all_datasets,All Datasets,მონაცემების ყველა ცხრილი
449,ka.app.menu.all_time_series,All Time Series,პერიოდული შედარების ყველა ცხრილი
450,ka.app.menu.contact,Contact,კონტაქტი
451,ka.app.menu.api,API,API
452,ka.app.menu.instructions,Instructions,ინსტრუქცია
453,ka.app.menu.home,Home,მთავარი გვერდი
454,ka.app.menu.disclaimer,Notes,შენიშვნები
455,ka.app.menu.titles.explore_dataset,"Explore the dataset data through charts, maps and tables","მონაცემთა ცხრილში არსებული მონაცემების გაცნობა გრაფიკების, რუკების და ცხრილების საშუალებით"
456,ka.app.menu.titles.explore_time_series,Explore the time series data through charts and tables,"პერიოდული შედარებაში არსებული მონაცემების გაცნობა გრაფიკების, რუკების და ცხრილების საშუალებით"
457,ka.app.menu.titles.dataset_to_time_series,Explore this dataset as part of a time series,მონაცემთა ცხრილის გაცნობა როგორც პერიოდული შედარების ნაწილი
458,ka.app.menu.admin_dataset.explore_data,Explore Data,მონაცემთა გაცნობა
459,ka.app.menu.admin_dataset.heading,Dataset Options,მონაცემთა ცხრილის დეტალები
460,ka.app.menu.admin_dataset.settings,Settings,პარამეტრები
461,ka.app.menu.admin_dataset.qa,Edit Questions/Answers,კითხვების/პასუხების შესწორება
462,ka.app.menu.admin_dataset.highlights,Highlights,გამორჩეული
463,ka.app.menu.admin_dataset.warnings,Warnings,გაფრთხილება
464,ka.app.menu.admin_dataset.mappable,Make Mappable,რუკაზე დასატანი
465,ka.app.menu.admin_dataset.can_exlucde_answers,Answers Can Be Excluded,პასუხი შეიძლება გამოირიცხოს
466,ka.app.menu.admin_dataset.exlucde_answers,Exclude Answers,პასუხის გამორიცხვა
467,ka.app.menu.admin_dataset.exclude_questions,Exclude Questions,კითხვის გამორიცხვა
468,ka.app.menu.admin_dataset.delete,Delete,წაშლა
469,ka.app.menu.admin_dataset.private_share,Share Private Dataset,პირადი მონაცემთა ცხრილის გაზიარება
470,ka.app.menu.admin_dataset.mass_changes,Mass Changes,ფართო ცვლილებები
471,ka.app.menu.admin_time_series.explore_data,Explore Data,მონაცემების გაცნობა
472,ka.app.menu.admin_time_series.heading,Time Series Options,პერიოდული შედარების დეტალები
473,ka.app.menu.admin_time_series.settings,Settings,პარამეტრები
474,ka.app.menu.admin_time_series.qa,Edit Questions/Answers,კითხვების/პასუხების შესწორება
475,ka.app.menu.admin_time_series.highlights,Highlights,გამორჩეული
476,ka.app.menu.admin_time_series.warnings,Warnings,გაფრთხილება
477,ka.app.menu.admin_time_series.delete,Delete,წაშლა
478,ka.app.menu.admin_time_series.private_share,Share Private Time Series,პირადი პერიოდული შედარების გაზიარება
479,ka.user.age_group.g1,17-24,17-24
480,ka.user.age_group.g2,25-34,25-34
481,ka.user.age_group.g3,35-44,35-44
482,ka.user.age_group.g4,45-54,45-54
483,ka.user.age_group.g5,55-64,55-64
484,ka.user.age_group.g6,above (>65),(>65)-ზე მეტი 
485,ka.user.status.researcher,Researcher,მკვლევარი
486,ka.user.status.student,Student,სტუდენტი
487,ka.user.status.journalist,Journalist,ჟურნალისტი
488,ka.user.status.ngo,NGO,არასამთავრობო ორგანიზაცია
489,ka.user.status.government_official,Government Official,სამთავრობო სტრუქტურა
490,ka.user.status.international_organization,International Organization,საერთაშორისო ორგანიზაცია
491,ka.user.status.private_sector,Private Sector,კერძო სექტორი
492,ka.user.status.other,Other,სხვა
493,ka.user.wanna_account,"Tired of filling out this form? To avoid this form in the future, create an account.","დაიღალეთ ამ ფორმის შევსებით? მომავალში მისი თავიდან აცილების მიზნის, შექმენით ანგარიში."
494,ka.layouts.nav.toggle,Toggle navigation,ნავიგაციის ჩართვა/გამორთვა
495,ka.layouts.nav.back,Back to UNICEF.ge,UNICEF.ge-ზე დაბრუნება
496,ka.layouts.explore_data.private_share_header,Privately Share '%{title}',პირადად გაზიარებული '%{title}'
497,ka.layouts.explore_data.private_share_explanation,"You can copy and share the following URL with whomever you want to view '%{title}' even though your dataset is not shared with the public. These people will have the ability to explore your data, but not edit it.","თქვენ შეგიძლიათ დააკოპიროთ და გაუზიაროთ შემდეგი URL იმას , ვინც გსურთ რომ იხილოს '%{title}' იმ შემთხვევაშიც კი, თუ თქვენი მონაცემთა ცხრილი არ არის საჯაროდ გაზიარებული. ამ ადამიანებს ექნებათ საშუალება გაეცნონ თქვენს მონაცემებს, მაგრამ ვერ შეძლებენ მის შეცვლას და შესწორებას."
498,ka.layouts.unsupported_browser.title,Unsupported Browser,არასათანადო ბრაუზერი
499,ka.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,სამწუხაროდ თქვენი ინტერნეტ ბრაუზერის მოხმარების ვადა გასულია და ვერ მოხდება ვებ-გვერდთან სრულად დაკავშირება.
500,ka.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.",არსებობს რამდენიმე უფასო ბრაუზერი რომელის გადმოწერის შემდეგ შეძლებთ ვებ-გვერდით სარგებლობას.
501,ka.layouts.unsupported_browser.chrome,Chrome,Chrome
502,ka.layouts.unsupported_browser.firefox,Firefox,Firefox
503,ka.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (მხოლოდ Windows-ზე)
504,ka.layouts.unsupported_browser.opera,Opera,Opera
505,ka.layouts.unsupported_browser.Safari,Safari,Safari
506,ka.admin.index.title,Administration Section,ადმინისტრატორის განყოფილება
507,ka.admin.index.users,Users,მომხმარებლები
508,ka.admin.index.page_contents,Edit Text on Site,საიტზე ტექსტის რედაქტირება
509,ka.admin.index.datasets,Datasets,მონაცემთა ცხრილი
510,ka.admin.index.shapesets,Shapesets,ფორმების ცხრილი
511,ka.admin.index.api_documentation,API Version Documentation,API ვერსიის დოკუმენტაცია
512,ka.admin.index.download_api_requests,Download API Request History,API-ს მოთხოვნილი ისტორიის ჩამოტვირთვა
513,ka.admin.index.download_download_requests,Download Download Request History,მოთხოვნილი ისტორიის ჩამოტვირთვა
514,ka.admin.users.edit.title,Editing User,ცვლილებების შეტანა მომხმარებლის გვერდზე
515,ka.admin.users.index.title,Users,მომხმარებლები
516,ka.admin.users.new.title,New User,ახალი მომხმარებელი
517,ka.admin.users.show.title,User Details,მომხმარებლის დეტალები
518,ka.devise.mailer.reset_password_instructions.title,Hello %{nickname}!,"მოგესალმებით, %{nickname}!"
519,ka.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on %{app_name}, and you can do this through the link below.","მივიღეთ მოთხოვნა ""%{app_name}"" თქვენი პაროლის შეცვლის შესახებ. პაროლის შესაცვლელად, მიჰყევით შემდეგ ბმულს."
520,ka.devise.mailer.reset_password_instructions.link_title,Change my password,პაროლის შეცვლა
521,ka.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","თუ თქვენ არ მოგითხოვიათ პაროლის შეცვლა, გთხოვთ, არ მიაქციოთ ყურადღება ამ შეტყობინებას."
522,ka.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,"თქვენი პაროლი იგივე დარჩება, სანამ არ გადახვალთ ზემოთ მითითებულ ბმულზე და შექმნით ახალ პაროლს."
523,ka.settings.index.title,User Settings,მომხმარებლის პარამეტრები
524,ka.settings.index.tabs.settings,Settings,პარამეტრები
525,ka.settings.index.tabs.api,API Access Tokens,API-ს დაშვების გასაღები
